,employee_id,name,domain,department,age,gender,marital_status,location,join_date,salary,exp,performance_rating,email,phone_number,bonus,attendance_percentage,project_count,remote_work,manager_name,education_level,last_review_date,employee_status
23,EMP1301,Teddy Farooqui,Data Science,Sales Dept,40.0,Male,Divorced,Mumbai,2015-02-18,75000.0,7.0,3.0010271460014675, teddyfarooqui68@gmail.con,+91-6521572662,10.0,91.7,1.0,No,Ethan Easwaran,Diploma,2024-05-12,Resigned
24,EMP7864,Kabir Rastogi,Machine Learning,Marketing Dept,61.0,Female,Divorced,Kolkata,2023-04-10,15370.519451530612,7.9624541039914725,1.4,Not Entered By User,558-828-9913,2500.0,99.0,6.0,Yes,Imran Israni,Diploma,2024-10-11,Active
25,EMP10658,Harper Yusufzai,DevOps,Sales Dept,39.0,Male,Single,Kolkata,2021-03-25,90000.0,7.9624541039914725,3.0010271460014675,harperyusufzai51@company.com,+91-0088446993,2000.0,73.0,0.0,No,Riya Kulkarni,Diploma,2023-01-05,Terminated
26,EMP1610,Ravi Smith,Statistics,Operations Dept,60.0,Male,Married,Pune,2014-05-28,100000.0,15.0,2.2,ravismith8@outlook.com,Not Entered By User,20000.0,76.0,11.0,Yes,Reyansh Nair,PhD,2025-08-24,Terminated
27,EMP9889,Ethan Bhatia,DevOps,Engineering Dept,24.0,Male,Single,Ahmedabad,2015-11-19,4000.0,6.0,4.3,ethanbhatia57@company.con,+91-3177963629,0.0,87.9,5.0,Yes,Not Entered By User,Diploma,2024-01-21,Terminated
28,EMP10296,Aditya Taneja,Data Analyst,Engineering Dept,49.0,Male,Single,Pune,2018-01-27,18000.0,12.0,1.9,adityataneja9@gmail.com,950-449-2359,1500.0,80.01498359887535,12.0,Yes,Vikram Garg,PhD,2025-04-20,Active
29,EMP3902,Michael Chauhan,Cloud Engineering,Sales Dept,31.0,Female,Single,Ahmedabad,2022-03-18,10000.0,12.0,4.0,Not Entered By User,(+91) 1116704854,4806.35708003518,68.0,1.0,No,Vikram Rao,Diploma,2024-10-31,Resigned
30,EMP10633,Neha Mukherjee,Data Science,HR Dept,43.62771266101892,Male,Divorced,Kolkata,2015-07-23,1800.0,8.0,2.1,nehamukherjee51@yahoo.in,13825 08699,2500.0,79.0,2.0,No,Asha Walia,Diploma,2025-08-16,Active
31,EMP5487,Sahil Hari,Machine Learning,Engineering Dept,47.0,Female,Single,Chennai,2021-08-03,15370.519451530612,10.0,2.4,sahilhari26@company.com,666-629-1949,1.0,82.0,4.0,No,Pallavi Walia,PhD,2025-04-28,Active
32,EMP1127,Tom Nair,Natural Language Processing,Engineering Dept,35.0,Male,Divorced,Mumbai,2024-10-15,3500.0,13.0,3.1,tomnair32@company.com,07639675355,15000.0,64.9,6.0,Yes,pooja sinha,Diploma,2024-11-07,Active
33,EMP7900,Karan Yadav,Web Development,Engineering Dept,33.0,Female,Divorced,Kolkata,2019-11-12,180.0,12.0,4.9,karanyadav89@gmail.com,00976487493,2500.0,96.3,1.0,No,Not Entered By User,Masters,2024-05-26,Terminated
34,EMP8449,Komal Chandra,Web Development,Marketing Dept,26.0,Male,Divorced,Mumbai,2022-11-05,3.0,14.0,4.2,komalchandra31@gmail.con,3200458564,1500.0,80.5,4.0,Yes,Imran Israni,Masters,2024-06-01,Active
35,EMP1489,Meera Chopra,Data Science,Sales Dept,52.0,Female,Married,Hyderbad,2017-03-27,750.0,10.0,2.3,meerachopra65@company.com,09483219437,0.0,68.1,5.92960088691796,No,Teddy Bhalla,Diploma,2024-05-21,Active
36,EMP9693,Liam Puri,Machine Learning,HR Dept,59.0,Female,Married,Bangalore,2016-10-12,150.0,7.0,4.3,liampuri50@yahoo.in,1559792548,10.0,92.6,3.0,Yes,Shaurya Kulkarni,Diploma,2025-04-10,Terminated
37,EMP3112,Nikhil Smith,Testing,Sales Dept,58.0,Male,Single,Ahmedabad,2021-07-02,35000.0,14.0,4.4,nikhilsmith14@yahoo.in,812-397-9815,0.0,87.9,5.0,No,Chloe Hari,B.Tech / BE,2025-07-19,Resigned
38,EMP4711,Avni Bhatt,Data Science,Support Dept,31.0,Male,Divorced,Mumbai,2017-10-13,6000.0,7.0,2.9,avnibhatt22@company.com,05254727545,15000.0,98.6,6.0,Yes,Navya Israni,Masters,2025-08-06,Resigned
39,EMP2315,Pallavi Hooda,Web Development,Sales Dept,35.0,Male,Divorced,Bangalore,2022-02-23,1.0,15.0,4.5,pallavihooda78@outlook.com,(+91) 0932043341,5000.0,78.0,6.0,No,Shaurya Patel,PhD,2024-12-17,Active
40,EMP10909,Elijah Gupta,Analytics,Engineering Dept,36.0,Female,Single,Ahmedabad,2018-03-23,900.0,9.0,1.1,elijahgupta23@outlook.con,(+91) 1762532800,4806.35708003518,80.01498359887535,11.0,Yes,Vivaan Qureshi,Diploma,2025-03-30,Resigned
41,EMP6581,Raj Iqbal,DevOps,Finance Dept,48.0,Male,Married,Hyderabad,2023-09-19,50.0,10.0,2.8,rajiqbal30@gmail.com,(+91) 6379613109,4806.35708003518,67.5,5.92960088691796,Yes,Not Entered By User,Masters,2025-07-10,Active
42,EMP2008,Harper Sinha,Web Development,Engineering Dept,27.0,Female,Married,Ahmedabad,2023-04-14,5.0,12.0,2.5,harpersinha18@yahoo.in,Not Entered By User,4806.35708003518,84.7,7.0,Yes,Arjun Bansal,PhD,2023-05-04,Active
43,EMP3003,Aniket Nambiar,DevOps,Marketing Dept,43.62771266101892,Male,Single,Ahmadabad,2015-02-18,1200.0,7.0,4.3,aniketnambiar9_at_yahoo.in,97102 64013,4806.35708003518,96.2,1.0,Yes,reyansh das,Diploma,2024-03-20,Active
44,EMP2411,Simran Smith,Statistics,Sales Dept,56.0,Male,Single,Chennai,2024-03-08,500.0,4.0,3.0010271460014675,simransmith41@gmail.com,034-238-4157,1000.0,88.7,9.0,Yes,Not Entered By User,Masters,2024-10-14,Resigned
45,EMP10126,Rhea Bhatia,Data Science,HR Dept,47.0,Male,Married,Mumbai,2017-09-22,1.0,7.0,1.5,rheabhatia19@gmail.com,098-464-7847,10000.0,86.0,2.0,Yes,Harper Deshpande,Diploma,2025-09-08,Active
46,EMP6999,Rehan Chopra,Statistics,Marketing Dept,55.0,Female,Married,Chennai,2020-11-19,10.0,7.9624541039914725,2.9,rehanchopra62@yahoo.in,2468268263,20000.0,61.7,10.0,Yes,William Uppal,Diploma,2024-07-05,Resigned
47,EMP5640,Anvi Dixit,Data Analyst,Marketing Dept,30.0,Male,Divorced,Mumbai,2014-09-28,50000.0,8.0,1.4,anvidixit79@gmail.com,33860 31953,10000.0,80.01498359887535,4.0,Yes,Not Entered By User,Masters,2025-04-10,Terminated
48,EMP8896,Uma Rao,Data Analyst,Marketing Dept,23.0,Male,Married,Mumbai,2015-08-31,120.0,12.0,2.3,Not Entered By User,Not Entered By User,4806.35708003518,96.0,5.92960088691796,Yes,Navya Israni,Diploma,2024-12-06,Active
49,EMP8128,Scarlett Agarwal,Web Development,Marketing Dept,43.62771266101892,Male,Divorced,Kolkata,2020-12-19,18000.0,4.0,4.6,scarlettagarwal15@gmail.com,4049267048,2500.0,99.3,1.0,Yes,Rhea Vaidya,PhD,2025-02-21,Active
50,EMP8218,Aman Tandon,Machine Learning,Engineering Dept,50.0,Male,Single,Ahmedabad,2016-05-27,15370.519451530612,6.0,1.8,amantandon22@company.com,05676385161,5000.0,80.01498359887535,4.0,No,riya chauhan,Diploma,2024-01-18,Terminated
51,EMP3402,Linda Kulkarni,Natural Language Processing,Marketing Dept,59.0,Male,Married,Pune,2018-11-25,1.0,11.0,4.6,lindakulkarni39@yahoo.in,2107721776,4806.35708003518,85.4,4.0,No,Sara Chopra,PhD,2024-07-30,Resigned
52,EMP6344,George Wadhwa,Testing,HR Dept,48.0,Male,Divorced,Pune,2023-02-13,6000.0,1.0,3.1,georgewadhwa32@gmail.com,301-423-9308,2500.0,79.0,5.92960088691796,Yes,Not Entered By User,PhD,2024-02-28,Active
53,EMP8880,Tom Bansal,Natural Language Processing,Support Dept,35.0,Male,Divorced,Chennai,2024-04-26,350.0,12.0,4.2,tombansal51@outlook.com,Not Entered By User,7500.0,80.01498359887535,12.0,Yes,grace taneja,Diploma,2024-09-24,Resigned
54,EMP9013,Sebastian Mathur,Cloud Engineering,Support Dept,45.0,Male,Married,Chennai,2020-10-28,90000.0,14.0,4.2,sebastianmathur54@yahoo.in,822-170-2603,7500.0,90.7,5.0,Yes,John Yusufzai,Diploma,2023-07-03,Resigned
55,EMP2901,Navya Bhalla,Web Development,Operations Dept,43.62771266101892,Female,Divorced,Pune,2015-02-24,40000.0,7.9624541039914725,4.5,navyabhalla45@outlook.com,(+91) 7598132606,2.0,98.2,9.0,No,Ajay Goel,Diploma,2025-04-30,Terminated
56,EMP10540,Tanvi Dutta,Analytics,Sales Dept,25.0,Male,Single,Mumbai,2018-03-09,100.0,5.0,3.0010271460014675,tanvidutta37@gmail.com,+91-8380396058,10.0,80.01498359887535,5.0,No,Saanvi Xavier,PhD,2023-12-14,Terminated
57,EMP9524,Priya Dube,Data Analyst,HR Dept,62.0,Male,Divorced,Bangalore,2016-08-21,600.0,8.0,4.7, priyadube98@gmail.com,04705629955,25.0,79.9,3.0,Yes,Mia Naidu,PhD,2023-08-25,Resigned
58,EMP9485,Vivaan Smith,Machine Learning,Finance Dept,40.0,Male,Married,Bangalore,2023-04-15,8000.0,11.0,3.0010271460014675,vivaansmith42@gmail.com,04894976469,15000.0,80.01498359887535,4.0,No,Tom Singh,Diploma,2023-05-08,Resigned
59,EMP6273,Hannah Tandon,Cloud Engineering,Finance Dept,39.0,Male,Single,Ahmedabad,2018-03-31,60000.0,15.0,4.1,hannahtandon13@gmail.com,Not Entered By User,2500.0,93.6,7.0,Yes,Not Entered By User,M.Tech / MBA,2023-09-02,Active
60,EMP10630,Zara Varma,DevOps,HR Dept,32.0,Male,Divorced,Hyderabad,2021-09-01,25000.0,15.0,3.0010271460014675,zaravarma98@yahoo.in,02283484628,5000.0,61.7,9.0,No,sara chopra,M.Tech / MBA,2025-05-16,Active
61,EMP2195,Anaya Menon,Data Analyst,Sales Dept,42.0,Male,Divorced,Hyderabad,2023-11-03,100000.0,14.0,4.2,anayamenon58@yahoo.in,+91-5232361020,5000.0,80.01498359887535,4.0,Yes,Grace Taneja,Diploma,2024-02-13,Terminated
62,EMP9588,Ethan Clark,Statistics,Sales Dept,64.0,Male,Married,Chennai,2015-01-22,25.0,10.0,2.3,ethanclark73@outlook.com,(+91) 8087625856,1.0,85.3,5.0,Yes,arjun rana,PhD,2025-04-01,Resigned
63,EMP6567,Manya Sengupta,Cloud Engineering,Finance Dept,56.0,Male,Divorced,Mumbai,2019-02-19,30000.0,14.0,2.8,manyasengupta15@outlook.com,57266 55279,4806.35708003518,81.4,0.0,Yes,lily tandon,Diploma,2024-09-03,Resigned
64,EMP7250,Mike Zaidi,Cloud Engineering,Finance Dept,29.0,Male,Divorced,Chennai,2023-05-25,50000.0,7.9624541039914725,4.8,Not Entered By User,+91-4500312588,2000.0,67.0,2.0,Yes,Pooja Sinha,Masters,2025-02-11,Resigned
65,EMP5227,Uttam Kohli,Web Development,Finance Dept,52.0,Female,Divorced,Kolkata,2020-10-22,100000.0,5.0,1.3,uttamkohli22@company.com,3730765343,0.0,63.2,1.0,Yes,Arjun Rana,Diploma,2025-07-16,Active
66,EMP3634,Sophia Ghosh,Natural Language Processing,Support Dept,37.0,Male,Divorced,Bangalore,2017-12-24,75.0,11.0,4.5,sophiaghosh6_at_yahoo.in,14603 48173,75.0,60.9,10.0,Yes,Diya Menon,Diploma,2023-12-13,Resigned
67,EMP8088,Ravi Chakraborty,Web Development,Finance Dept,43.62771266101892,Male,Divorced,Chennai,2021-01-20,1800.0,7.0,3.2,ravichakraborty26@outlook.com,8775359402,10000.0,77.1,8.0,No,Emma Xavier,Diploma,2025-10-02,Terminated
68,EMP10896,Harper Reddy,Data Analyst,HR Dept,43.62771266101892,Male,Divorced,Mumbai,2018-02-14,12000.0,12.0,3.0010271460014675,harperreddy87_at_gmail.com,7063385361,4806.35708003518,88.5,2.0,Yes,Henry Menon,PhD,2023-12-24,Terminated
69,EMP1110,Aditya Madan,Analytics,HR Dept,43.0,Male,Divorced,Pune,2023-04-17,5000.0,4.0,3.5,adityamadan89@company.com,(+91) 5001683611,0.0,73.4,11.0,No,Chloe Hari,Masters,2024-03-29,Terminated
70,EMP9895,Michael Kapoor,Natural Language Processing,HR Dept,29.0,Male,Divorced,Delhi,2024-10-07,90.0,1.0,2.4,michaelkapoor56@company.com,Not Entered By User,5000.0,80.0,6.0,Yes,Aarav Easwaran,Diploma,2025-07-25,Terminated
71,EMP5226,Pari Dixit,Web Development,HR Dept,40.0,Female,Married,Pune,2015-07-08,18000.0,6.0,2.6,paridixit70@company.com,21823 58592,10000.0,80.01498359887535,5.0,Yes,mihir williams,Diploma,2025-01-31,Terminated
72,EMP4440,Pari Wilson,Data Science,Marketing Dept,58.0,Male,Divorced,Delhi,2020-01-08,8.0,6.0,4.4,pariwilson22@outlook.com,(+91) 2162804695,1000.0,83.0,4.0,Yes,Mihir Smith,Diploma,2024-08-29,Resigned
73,EMP9441,Diya Acharya,Cloud Engineering,Sales Dept,58.0,Male,Married,Mumbai,2016-05-05,75000.0,7.9624541039914725,1.3,diyaacharya50@gmail.com,Not Entered By User,15.0,80.01498359887535,9.0,No,Ira Yusufzai,PhD,2025-08-07,Resigned
74,EMP5513,Olivia Dutta,DevOps,Support Dept,39.0,Male,Married,Hyderabad,2014-06-23,50000.0,7.0,1.7,oliviadutta29@gmail.com,+91-5008730916,10.0,94.0,6.0,Yes,Kabir Chopra,PhD,2023-07-16,Terminated
75,EMP10968,Anvi Verma,Analytics,Support Dept,55.0,Female,Divorced,Delhi,2018-05-06,5.0,9.0,3.0010271460014675,anviverma65@yahoo.in,5725523170,5000.0,77.1,4.0,Yes,Liam Clark,Diploma,2025-11-03,Active
76,EMP9257,Ishaan Patel,Statistics,Finance Dept,37.0,Female,Divorced,Delhi,2017-05-31,60.0,2.0,3.0010271460014675,ishaanpatel52@yahoo.in,452-826-5020,7500.0,87.6,8.0,Yes,Omar Rana,Masters,2024-01-25,Active
77,EMP6778,Ishan Das,Data Analyst,Sales Dept,37.0,Female,Single,Banglore,2014-12-06,1.0,4.0,2.8,Not Entered By User,+91-9658549586,1000.0,62.6,9.0,No,Not Entered By User,Diploma,2023-08-22,Active
78,EMP3499,Isha Solanki,Data Analyst,Sales Dept,41.0,Female,Divorced,Ahmedabad,2018-10-23,6000.0,5.0,3.0010271460014675,ishasolanki31@company.com,28679 05353,4806.35708003518,94.0,0.0,No,Jane Acharya,PhD,2023-05-02,Resigned
79,EMP3562,Evelyn Uppal,Testing,HR Dept,43.62771266101892,Female,Single,Kolkata,2015-08-03,100.0,15.0,3.9,Not Entered By User,505-370-8265,4806.35708003518,61.0,1.0,Yes,Dev Easwaran,B.Tech / BE,2024-06-15,Terminated
80,EMP3055,Carlos Brown,Cloud Engineering,Engineering Dept,61.0,Male,Divorced,Kolkata,2021-08-10,15000.0,7.9624541039914725,2.3, carlosbrown85@outlook.com,+91-8593745662,0.0,92.2,11.0,No,Arjun Joshi,PhD,2023-02-11,Resigned
81,EMP4843,Henry Joshi,Web Development,HR Dept,26.0,Female,Married,Mumbai,2020-07-01,600.0,8.0,1.8,henryjoshi16@yahoo.in,3485161822,1.0,66.2,9.0,No,Not Entered By User,Masters,2024-07-08,Active
82,EMP5777,Raj Bhatia,Data Science,Finance Dept,43.62771266101892,Female,Married,Ahmedabad,2019-09-03,8.0,14.0,3.2,rajbhatia75@outlook.com,00608735889,20.0,66.0,10.0,No,Hannah Yadav,M.Tech / MBA,2024-07-24,Active
83,EMP8279,Scarlett Clark,Data Analyst,Sales Dept,45.0,Female,Married,Bangalore,2014-12-15,15370.519451530612,14.0,5.0,scarlettclark11@company.com,578-785-9371,15000.0,65.8,6.0,No,Pari Chhabra,M.Tech / MBA,2023-12-16,Active
84,EMP2783,Dhruv Hegde,Cloud Engineering,Engineering Dept,43.62771266101892,Male,Divorced,Delhi,2020-05-17,600.0,2.0,3.0010271460014675,Not Entered By User,Not Entered By User,75.0,63.4,3.0,No,Sophia Patel,Diploma,2024-06-10,Terminated
85,EMP3963,Yusuf Joshi,Web Development,Sales Dept,58.0,Female,Divorced,Kolkata,2019-03-31,1.0,2.0,1.4,yusufjoshi54@gmail.com,09369481238,5000.0,61.0,2.0,No,Not Entered By User,Diploma,2025-10-25,Resigned
86,EMP9882,Raj Singh,Machine Learning,Sales Dept,30.0,Male,Married,Bangalore,2014-07-29,8.0,11.0,4.7,rajsingh88@yahoo.in,7205495925,4806.35708003518,76.7,5.92960088691796,No,Dev Qureshi,Diploma,2023-07-28,Active
87,EMP9857,Manya Raina,Statistics,Sales Dept,43.62771266101892,Female,Divorced,Chennai,2021-04-22,2500.0,15.0,3.0010271460014675,manyaraina53@outlook.con,+91-3194949562,7500.0,67.0,1.0,No,Imran Chauhan,Diploma,2023-11-10,Terminated
88,EMP9500,Vivaan Dutta,Data Science,Support Dept,61.0,Male,Divorced,Ahmedabad,2017-07-08,90000.0,12.0,3.0010271460014675,vivaandutta61@gmail.com,Not Entered By User,5000.0,80.01498359887535,7.0,Yes,Lily Tandon,PhD,2025-10-22,Terminated
89,EMP2484,Sahil Walker,Data Science,Finance Dept,23.0,Male,Divorced,Chennai,2024-08-14,20000.0,6.0,3.6,Not Entered By User,49270 57984,0.0,94.6,6.0,No,Imran Thakur,PhD,2024-08-06,Terminated
90,EMP4307,Ira Goel,Cloud Engineering,Marketing Dept,52.0,Male,Divorced,Mumbai,2016-04-26,60000.0,15.0,3.0010271460014675,iragoel29@company.com,(+91) 8793039001,4806.35708003518,94.8,5.92960088691796,Yes,Meera Bansal,Diploma,2023-04-06,Terminated
91,EMP7339,Ava Nair,Machine Learning,HR Dept,24.0,Female,Divorced,Mumbai,2018-08-01,1.0,15.0,4.7,avanair66@outlook.com,5624086267,5.0,94.6,0.0,Yes,Avni Narayan,Masters,2024-09-18,Resigned
92,EMP7399,William Desai,Analytics,HR Dept,51.0,Male,Divorced,Ahmedabad,2017-09-06,12000.0,7.9624541039914725,1.8,Not Entered By User,+91-0368545002,1000.0,78.0,10.0,Yes,Veer Rao,Diploma,2025-01-03,Resigned
93,EMP10476,Divya Bedi,Data Analyst,Operations Dept,26.0,Male,Single,Ahmedabad,2023-04-04,50000.0,15.0,3.1,divyabedi16@company.com,9480340877,15.0,92.8,10.0,Yes,Not Entered By User,Diploma,2025-08-07,Resigned
94,EMP3027,Komal Bose,Machine Learning,Sales Dept,57.0,Female,Single,Bangalore,2022-01-02,25000.0,7.0,3.9,komalbose24@company.com,499-020-6479,10000.0,80.01498359887535,9.0,No,Teddy Oberoi,Diploma,2025-09-19,Active
95,EMP8228,Simran Sinha,Statistics,Support Dept,62.0,Female,Single,Bangalore,2018-01-20,18000.0,7.9624541039914725,2.0,simransinha72@company.com,61495 01984,0.0,97.8,9.0,Yes,Alexander Jindal,Diploma,2024-07-11,Active
96,EMP1213,Ranbir Thakur,Data Analyst,Operations Dept,27.0,Male,Single,Bangalore,2016-08-21,9000.0,15.0,1.6,ranbirthakur49@yahoo.in,08498055007,10000.0,98.1,11.0,No,pari thakur,Diploma,2024-08-25,Terminated
97,EMP7755,Ishan Dutta,Cloud Engineering,Operations Dept,46.0,Male,Divorced,Ahmedabad,2014-02-21,40000.0,3.0,3.5,ishandutta31@outlook.com,4120210899,15000.0,72.5,0.0,Yes,Grace Taneja,Diploma,2025-06-26,Terminated
98,EMP5437,Hannah Bose,Cloud Engineering,Engineering Dept,41.0,Male,Married,Hyderabad,2014-08-04,10000.0,2.0,2.1,hannahbose16@outlook.com,(+91) 1145264552,15000.0,80.01498359887535,5.92960088691796,Yes,Olivia Wilson,PhD,2023-11-18,Resigned
99,EMP9300,Alexander Williams,Web Development,Sales Dept,61.0,Male,Single,Kolkata,2023-09-15,1800.0,3.0,2.3,Not Entered By User,+91-6571528055,1000.0,77.0,5.0,No,Isha Narayan,M.Tech / MBA,2025-01-21,Resigned
100,EMP7004,Dhruv Das,Testing,Finance Dept,42.0,Male,Divorced,Bangalore,2020-05-29,6000.0,7.9624541039914725,1.7,dhruvdas72@company.com,+91-9431143035,5000.0,64.8,3.0,Yes,pooja rastogi,Masters,2023-08-31,Terminated
101,EMP6789,Avni Kohli,Cloud Engineering,Finance Dept,43.62771266101892,Male,Married,Banglore,2021-12-21,3.0,13.0,2.2,avnikohli45@outlook.com,590-694-8498,20000.0,64.0,10.0,Yes,harper zaidi,Diploma,2024-10-17,Resigned
102,EMP6609,William Hegde,Natural Language Processing,Support Dept,46.0,Male,Divorced,Ahmedabad,2016-10-31,1500.0,13.0,3.4,williamhegde94@company.com,07664596691,2000.0,95.9,4.0,No,Nikhil Zaidi,Masters,2025-07-18,Resigned
103,EMP10807,Mike Shah,Testing,Engineering Dept,23.0,Male,Divorced,Mumbai,2021-01-01,10000.0,7.9624541039914725,2.6,mikeshah69@company.com,Not Entered By User,1.0,80.01498359887535,0.0,Yes,Not Entered By User,PhD,2023-01-05,Resigned
104,EMP9559,Sahil Madan,Testing,Marketing Dept,37.0,Female,Divorced,Chennai,2021-08-30,1200.0,7.0,3.0010271460014675,sahilmadan81@company.com,2871724513,15000.0,64.2,7.0,No,Oliver Deshpande,PhD,2024-12-21,Resigned
105,EMP7863,James Johnson,Machine Learning,Engineering Dept,58.0,Female,Single,Chennai,2021-03-26,30.0,11.0,2.8,jamesjohnson63@outlook.com,0555815373,5000.0,93.0,10.0,Yes,maya chauhan,Diploma,2024-03-09,Resigned
